K	N
281	2
282	9
283	9
284	2
285	9
286	11
287	13
288	9
289	12
290	7
291	5
292	3
293	8
294	6
295	14
296	6
297	9
298	6
299	10
300	8
301	14
302	8
303	13
304	11
305	13
306	5
307	12
308	6
309	15
310	13
311	11
312	9
313	11
314	12
315	6
316	6
317	12
318	6
319	8
320	9
321	9
322	11
323	12
324	7
325	8
326	12
327	6
328	10
329	5
330	11
331	5
332	5
333	6
334	7
335	5
336	5
337	5
338	6
339	6
340	4
341	4
342	3
343	5
344	4
345	5
346	5
347	6
348	2
349	8
350	6
351	3
352	4
353	5
354	4
355	5
356	5
357	6
358	4
359	1
360	5
361	4
362	6
363	6
364	1
365	3
366	0
367	5
368	4
369	5
370	6
371	8
372	3
373	4
374	2
375	1
376	4
377	1
378	1
379	3
380	4
381	1
382	5
383	2
384	4
385	4
386	7
387	3
388	5
389	7
390	7
391	2
392	7
393	4
394	6
395	6
396	3
397	1
398	4
399	5
400	5
401	2
402	5
403	2
404	5
405	4
406	4
407	3
408	6
409	6
410	6
411	6
412	9
413	3
414	3
415	3
416	2
417	5
418	3
419	1
420	3
421	0
422	4
423	7
424	4
425	3
426	5
427	6
428	6
429	3
430	8
431	3
432	1
433	3
434	2
435	5
436	4
437	4
438	3
439	3
440	5
441	7
442	5
443	2
444	4
445	4
446	4
447	4
448	3
449	3
450	2
451	2
452	3
453	9
454	1
455	3
456	3
457	5
458	8
459	3
460	6
461	5
462	2
463	4
464	8
465	2
466	6
467	6
468	3
469	7
470	8
471	11
472	5
473	3
474	4
475	7
476	8
477	5
478	5
479	4
480	8
481	3
482	4
483	3
484	5
485	4
486	4
487	8
488	4
489	7
490	1
491	6
492	6
493	9
494	9
495	6
496	7
497	15
498	6
499	7
500	7
501	7
502	2
503	2
504	6
505	12
506	5
507	8
508	9
509	6
510	7
511	6
512	10
513	8
514	13
515	9
516	6
517	5
518	5
519	9
520	10
521	5
522	8
523	9
524	7
525	13
526	6
527	8
528	9
529	10
530	5
531	3
532	11
533	11
534	5
535	6
536	7
537	13
538	14
539	9
540	14
541	9
542	9
543	15
544	22
545	19
546	14
547	18
548	16
549	13
550	11
551	13
552	10
553	14
554	19
555	19
556	14
557	22
558	17
559	12
560	12
561	17
562	26
563	20
564	16
565	24
566	25
567	20
568	17
569	32
570	26
571	26
572	25
573	31
574	22
575	30
576	32
577	34
578	35
579	41
580	32
581	28
582	29
583	29
584	46
585	41
586	31
587	37
588	33
589	38
590	42
591	50
592	42
593	40
594	31
595	44
596	45
597	51
598	51
599	62
600	46
601	53
602	51
603	60
604	50
605	41
606	51
607	71
608	54
609	39
610	53
611	47
612	58
613	43
614	49
615	61
616	44
617	56
618	49
619	61
620	56
621	47
622	45
623	52
624	45
625	50
626	58
627	54
628	63
629	54
630	41
631	49
632	56
633	42
634	39
635	39
636	42
637	45
638	46
639	42
640	44
641	25
642	31
643	42
644	35
645	32
646	31
647	30
648	29
649	27
650	31
651	33
652	31
653	26
654	32
655	18
656	17
657	32
658	27
659	16
660	17
661	32
662	19
663	30
664	18
665	23
666	25
667	11
668	14
669	19
670	12
671	20
672	14
673	11
674	17
675	19
676	19
677	10
678	14
679	10
680	8
681	4
682	9
683	11
684	14
685	8
686	6
687	5
688	10
689	8
690	9
691	5
692	9
693	9
694	10
695	6
696	5
697	4
698	11
699	9
700	6
701	7
702	7
703	6
704	6
705	4
706	5
707	4
708	7
709	7
710	8
711	5
712	9
713	4
714	5
715	4
716	5
717	6
718	5
719	6
720	3
721	10
722	4
723	11
724	5
725	7
726	7
727	6
728	8
729	1
730	1
731	3
732	9
733	5
734	4
735	4
736	9
737	2
738	6
739	6
740	5
741	10
742	8
743	7
744	9
745	8
746	9
747	7
748	8
749	7
750	10
751	13
752	10
753	9
754	6
755	3
756	9
757	7
758	10
759	8
760	9
761	5
762	7
763	6
764	6
765	8
766	7
767	11
768	6
769	5
770	7
771	10
772	5
773	6
774	6
775	5
776	7
777	9
778	9
779	5
780	7
781	11
782	4
783	8
784	7
785	8
786	14
787	8
788	10
789	3
790	11
791	9
792	2
793	13
794	8
795	13
796	3
797	8
798	12
799	8
800	6
801	6
802	10
803	13
804	7
805	7
806	12
807	12
808	11
809	10
810	6
811	11
812	10
813	1
814	7
815	12
816	13
817	10
818	4
819	11
820	8
821	6
822	9
823	8
824	7
825	10
826	11
827	11
828	10
829	6
830	8
831	7
832	8
833	9
834	6
835	8
836	14
837	10
838	1
839	8
840	13
841	9
842	4
843	11
844	6
845	8
846	13
847	6
848	8
849	8
850	7
851	17
852	11
853	4
854	15
855	6
856	10
857	9
858	7
859	11
860	10
861	11
862	7
863	10
864	12
865	12
866	8
867	11
868	12
869	9
870	8
871	10
872	13
873	3
874	12
875	9
876	11
877	10
878	8
879	10
880	6
881	12
882	13
883	14
884	13
885	6
886	9
887	10
888	9
889	13
890	14
891	9
892	11
893	14
894	7
895	14
896	10
897	10
898	9
899	12
900	12
901	6
902	14
903	10
904	13
905	12
906	7
907	16
908	10
909	16
910	14
911	13
912	9
913	10
914	10
915	6
916	14
917	14
918	13
919	14
920	12
921	15
922	14
923	12
924	12
925	11
926	15
927	16
928	14
929	9
930	13
931	12
932	10
933	14
934	16
935	23
936	10
937	13
938	4
939	13
940	20
941	13
942	14
943	11
944	12
945	9
946	19
947	13
948	17
949	16
950	16
951	14
952	17
953	14
954	18
955	11
956	12
957	12
958	20
959	13
960	17
961	14
962	18
963	14
964	10
965	18
966	14
967	19
968	17
969	14
970	29
971	9
972	24
973	19
974	13
975	18
976	13
977	15
978	20
979	18
980	21
981	18
982	11
983	11
984	15
985	20
986	19
987	17
988	26
989	12
990	16
991	25
992	17
993	15
994	14
995	20
996	18
997	17
998	17
999	19
1000	28
1001	20
1002	17
1003	15
1004	26
1005	27
1006	19
1007	19
1008	15
1009	25
1010	24
1011	18
1012	25
1013	22
1014	17
1015	31
1016	26
1017	20
1018	30
1019	27
1020	21
1021	15
1022	28
1023	20
1024	0
