K	N
281	5
282	4
283	3
284	3
285	10
286	6
287	5
288	8
289	10
290	8
291	4
292	10
293	3
294	4
295	6
296	8
297	6
298	6
299	11
300	13
301	4
302	8
303	10
304	10
305	4
306	7
307	2
308	4
309	4
310	5
311	8
312	5
313	7
314	9
315	6
316	7
317	6
318	7
319	11
320	0
321	14
322	6
323	8
324	10
325	7
326	1
327	5
328	7
329	5
330	11
331	1
332	3
333	12
334	7
335	4
336	7
337	3
338	5
339	5
340	6
341	6
342	6
343	2
344	4
345	5
346	4
347	3
348	5
349	4
350	7
351	5
352	2
353	5
354	4
355	8
356	3
357	2
358	7
359	4
360	2
361	4
362	4
363	4
364	1
365	3
366	4
367	5
368	5
369	1
370	3
371	2
372	2
373	3
374	2
375	5
376	8
377	2
378	0
379	5
380	4
381	1
382	1
383	3
384	6
385	3
386	1
387	0
388	4
389	4
390	5
391	5
392	7
393	6
394	4
395	1
396	6
397	2
398	5
399	4
400	5
401	2
402	3
403	2
404	5
405	5
406	4
407	3
408	4
409	6
410	3
411	2
412	4
413	3
414	6
415	2
416	3
417	2
418	0
419	2
420	3
421	0
422	1
423	2
424	5
425	3
426	1
427	3
428	2
429	5
430	4
431	7
432	2
433	2
434	5
435	1
436	0
437	2
438	3
439	3
440	3
441	4
442	3
443	4
444	6
445	4
446	5
447	3
448	3
449	5
450	4
451	3
452	5
453	2
454	3
455	3
456	4
457	3
458	5
459	9
460	5
461	7
462	3
463	3
464	3
465	4
466	4
467	7
468	5
469	3
470	5
471	3
472	3
473	3
474	3
475	4
476	2
477	9
478	2
479	5
480	4
481	3
482	2
483	3
484	5
485	4
486	4
487	3
488	3
489	4
490	5
491	5
492	9
493	5
494	4
495	4
496	4
497	3
498	6
499	4
500	3
501	5
502	2
503	3
504	7
505	10
506	2
507	5
508	3
509	1
510	7
511	4
512	4
513	3
514	6
515	5
516	7
517	5
518	4
519	9
520	5
521	4
522	3
523	4
524	5
525	3
526	1
527	5
528	2
529	8
530	5
531	7
532	3
533	6
534	6
535	8
536	4
537	5
538	3
539	5
540	7
541	6
542	11
543	3
544	7
545	5
546	10
547	6
548	7
549	9
550	7
551	4
552	10
553	9
554	10
555	4
556	9
557	12
558	13
559	13
560	12
561	18
562	11
563	13
564	11
565	8
566	11
567	16
568	8
569	11
570	13
571	12
572	11
573	8
574	15
575	21
576	12
577	15
578	16
579	15
580	19
581	28
582	16
583	25
584	22
585	23
586	25
587	24
588	21
589	28
590	27
591	24
592	28
593	19
594	20
595	28
596	32
597	28
598	34
599	37
600	25
601	22
602	33
603	34
604	37
605	27
606	24
607	35
608	24
609	28
610	32
611	36
612	28
613	39
614	38
615	35
616	32
617	24
618	43
619	31
620	35
621	31
622	28
623	34
624	37
625	23
626	33
627	35
628	35
629	31
630	38
631	28
632	31
633	11
634	33
635	35
636	23
637	24
638	21
639	23
640	28
641	16
642	21
643	22
644	18
645	17
646	24
647	26
648	21
649	26
650	25
651	22
652	23
653	11
654	12
655	25
656	16
657	18
658	22
659	15
660	12
661	17
662	9
663	14
664	15
665	12
666	15
667	11
668	13
669	16
670	8
671	7
672	9
673	11
674	7
675	12
676	10
677	8
678	11
679	8
680	13
681	8
682	10
683	6
684	8
685	4
686	7
687	9
688	7
689	3
690	7
691	5
692	5
693	9
694	6
695	4
696	8
697	7
698	5
699	8
700	4
701	4
702	5
703	11
704	3
705	2
706	2
707	3
708	8
709	9
710	6
711	8
712	9
713	5
714	4
715	8
716	3
717	4
718	1
719	4
720	6
721	7
722	8
723	10
724	4
725	2
726	10
727	4
728	6
729	8
730	8
731	5
732	5
733	5
734	7
735	5
736	5
737	9
738	5
739	5
740	10
741	2
742	9
743	6
744	2
745	8
746	5
747	9
748	9
749	1
750	2
751	3
752	8
753	3
754	4
755	5
756	7
757	6
758	6
759	6
760	8
761	7
762	7
763	6
764	11
765	3
766	8
767	5
768	8
769	7
770	9
771	9
772	5
773	7
774	6
775	9
776	10
777	5
778	7
779	3
780	11
781	10
782	7
783	10
784	5
785	8
786	9
787	5
788	5
789	11
790	7
791	5
792	5
793	4
794	9
795	6
796	8
797	7
798	9
799	9
800	9
801	10
802	6
803	12
804	9
805	7
806	9
807	9
808	8
809	5
810	5
811	7
812	5
813	6
814	4
815	8
816	8
817	7
818	5
819	7
820	8
821	8
822	6
823	4
824	9
825	9
826	12
827	5
828	7
829	8
830	12
831	8
832	4
833	7
834	5
835	8
836	10
837	13
838	3
839	8
840	14
841	7
842	7
843	9
844	10
845	8
846	9
847	9
848	17
849	4
850	6
851	5
852	11
853	6
854	11
855	7
856	8
857	9
858	8
859	7
860	10
861	7
862	7
863	8
864	13
865	8
866	14
867	7
868	10
869	3
870	8
871	9
872	13
873	3
874	10
875	13
876	7
877	10
878	13
879	12
880	4
881	11
882	15
883	11
884	10
885	12
886	12
887	8
888	12
889	11
890	12
891	11
892	10
893	8
894	12
895	14
896	13
897	7
898	18
899	9
900	11
901	9
902	12
903	14
904	17
905	11
906	5
907	4
908	15
909	23
910	7
911	10
912	13
913	10
914	8
915	16
916	11
917	11
918	14
919	11
920	15
921	11
922	6
923	14
924	14
925	12
926	14
927	12
928	9
929	10
930	17
931	12
932	13
933	14
934	13
935	12
936	3
937	11
938	12
939	17
940	19
941	13
942	10
943	14
944	12
945	14
946	7
947	17
948	14
949	17
950	14
951	13
952	12
953	12
954	11
955	11
956	14
957	9
958	14
959	22
960	13
961	17
962	18
963	19
964	10
965	14
966	11
967	18
968	18
969	10
970	18
971	24
972	21
973	18
974	14
975	13
976	17
977	21
978	10
979	16
980	12
981	16
982	18
983	18
984	18
985	27
986	17
987	20
988	17
989	11
990	11
991	15
992	17
993	18
994	21
995	28
996	14
997	21
998	16
999	17
1000	20
1001	19
1002	18
1003	13
1004	20
1005	16
1006	28
1007	21
1008	20
1009	21
1010	20
1011	28
1012	25
1013	17
1014	24
1015	13
1016	27
1017	22
1018	21
1019	20
1020	33
1021	20
1022	23
1023	28
1024	0
