K	N
281	10
282	9
283	10
284	13
285	10
286	17
287	11
288	15
289	8
290	9
291	12
292	9
293	9
294	15
295	13
296	13
297	9
298	12
299	16
300	9
301	12
302	9
303	12
304	21
305	14
306	12
307	10
308	18
309	9
310	9
311	8
312	10
313	6
314	8
315	12
316	18
317	19
318	7
319	6
320	5
321	10
322	7
323	9
324	7
325	4
326	14
327	10
328	7
329	6
330	5
331	11
332	8
333	3
334	9
335	10
336	5
337	7
338	5
339	4
340	9
341	5
342	3
343	10
344	4
345	6
346	3
347	6
348	1
349	8
350	4
351	6
352	14
353	9
354	8
355	2
356	7
357	2
358	3
359	4
360	4
361	4
362	6
363	3
364	2
365	4
366	8
367	2
368	4
369	7
370	5
371	2
372	4
373	2
374	6
375	4
376	4
377	3
378	4
379	3
380	6
381	1
382	6
383	2
384	1
385	0
386	4
387	2
388	5
389	7
390	7
391	0
392	3
393	6
394	1
395	3
396	3
397	7
398	4
399	4
400	3
401	3
402	3
403	3
404	5
405	4
406	8
407	5
408	3
409	2
410	6
411	3
412	6
413	7
414	6
415	7
416	8
417	2
418	1
419	7
420	7
421	0
422	5
423	7
424	5
425	5
426	8
427	4
428	8
429	6
430	2
431	0
432	4
433	6
434	5
435	5
436	5
437	6
438	1
439	10
440	3
441	4
442	6
443	5
444	7
445	6
446	3
447	5
448	4
449	3
450	3
451	8
452	12
453	3
454	9
455	9
456	9
457	5
458	9
459	10
460	2
461	5
462	2
463	8
464	7
465	8
466	2
467	3
468	5
469	3
470	5
471	9
472	7
473	6
474	6
475	1
476	8
477	2
478	4
479	9
480	10
481	7
482	10
483	6
484	4
485	6
486	5
487	1
488	7
489	4
490	5
491	7
492	4
493	6
494	5
495	8
496	5
497	4
498	6
499	7
500	9
501	3
502	6
503	10
504	13
505	4
506	8
507	11
508	5
509	5
510	7
511	13
512	8
513	10
514	10
515	7
516	14
517	7
518	9
519	8
520	8
521	8
522	8
523	9
524	13
525	9
526	6
527	14
528	6
529	7
530	5
531	9
532	6
533	12
534	10
535	7
536	13
537	4
538	9
539	21
540	14
541	15
542	11
543	9
544	10
545	21
546	17
547	12
548	11
549	15
550	14
551	20
552	15
553	21
554	21
555	18
556	22
557	17
558	21
559	20
560	31
561	16
562	26
563	15
564	17
565	22
566	32
567	25
568	36
569	24
570	34
571	34
572	29
573	25
574	32
575	27
576	38
577	30
578	26
579	50
580	38
581	37
582	29
583	47
584	37
585	39
586	36
587	39
588	58
589	40
590	55
591	58
592	58
593	54
594	56
595	52
596	51
597	53
598	57
599	65
600	65
601	63
602	60
603	46
604	60
605	60
606	69
607	64
608	54
609	54
610	63
611	63
612	77
613	64
614	66
615	56
616	63
617	63
618	63
619	60
620	60
621	65
622	57
623	69
624	48
625	68
626	48
627	52
628	56
629	44
630	64
631	65
632	67
633	77
634	57
635	47
636	56
637	44
638	55
639	46
640	39
641	50
642	46
643	56
644	50
645	41
646	40
647	39
648	37
649	35
650	29
651	39
652	29
653	34
654	34
655	38
656	17
657	28
658	27
659	24
660	18
661	25
662	17
663	12
664	19
665	19
666	22
667	11
668	26
669	21
670	17
671	22
672	16
673	16
674	17
675	16
676	14
677	10
678	19
679	18
680	11
681	9
682	5
683	10
684	11
685	4
686	11
687	4
688	3
689	5
690	7
691	12
692	8
693	4
694	2
695	8
696	11
697	6
698	6
699	2
700	7
701	12
702	5
703	4
704	3
705	3
706	5
707	8
708	3
709	10
710	7
711	8
712	10
713	7
714	8
715	11
716	8
717	8
718	4
719	3
720	3
721	6
722	5
723	7
724	6
725	8
726	4
727	7
728	6
729	10
730	3
731	1
732	5
733	2
734	11
735	6
736	12
737	7
738	5
739	1
740	6
741	9
742	7
743	9
744	7
745	3
746	4
747	9
748	7
749	14
750	11
751	7
752	10
753	11
754	12
755	8
756	10
757	6
758	5
759	6
760	4
761	12
762	3
763	6
764	3
765	8
766	6
767	9
768	7
769	5
770	8
771	8
772	7
773	8
774	7
775	8
776	15
777	5
778	7
779	8
780	8
781	5
782	8
783	3
784	11
785	6
786	8
787	10
788	10
789	7
790	9
791	8
792	1
793	7
794	3
795	6
796	8
797	11
798	9
799	7
800	5
801	9
802	10
803	6
804	4
805	5
806	4
807	12
808	7
809	6
810	6
811	11
812	9
813	10
814	14
815	11
816	4
817	14
818	7
819	8
820	9
821	8
822	11
823	9
824	6
825	7
826	8
827	12
828	8
829	7
830	10
831	10
832	10
833	6
834	8
835	6
836	11
837	10
838	6
839	6
840	8
841	10
842	6
843	12
844	6
845	11
846	11
847	7
848	10
849	7
850	9
851	11
852	11
853	6
854	8
855	8
856	8
857	10
858	6
859	14
860	11
861	6
862	8
863	8
864	11
865	4
866	11
867	8
868	12
869	12
870	12
871	11
872	12
873	6
874	9
875	3
876	7
877	14
878	9
879	9
880	8
881	5
882	10
883	6
884	8
885	7
886	11
887	9
888	10
889	5
890	12
891	13
892	7
893	15
894	5
895	11
896	11
897	12
898	10
899	10
900	8
901	8
902	20
903	8
904	8
905	16
906	13
907	13
908	8
909	14
910	9
911	14
912	13
913	9
914	13
915	8
916	10
917	13
918	10
919	6
920	11
921	17
922	11
923	14
924	16
925	6
926	25
927	15
928	15
929	15
930	13
931	10
932	17
933	18
934	16
935	15
936	15
937	11
938	8
939	11
940	11
941	23
942	18
943	17
944	14
945	12
946	15
947	10
948	18
949	15
950	14
951	15
952	13
953	12
954	17
955	11
956	8
957	10
958	12
959	10
960	20
961	15
962	20
963	15
964	20
965	10
966	17
967	10
968	15
969	17
970	16
971	19
972	21
973	21
974	22
975	15
976	15
977	23
978	19
979	21
980	20
981	16
982	20
983	14
984	24
985	18
986	17
987	11
988	26
989	21
990	15
991	9
992	21
993	29
994	25
995	17
996	22
997	18
998	25
999	17
1000	18
1001	26
1002	13
1003	22
1004	21
1005	21
1006	34
1007	18
1008	21
1009	18
1010	22
1011	32
1012	28
1013	21
1014	19
1015	20
1016	32
1017	27
1018	34
1019	28
1020	18
1021	23
1022	19
1023	24
1024	0
