Messtemperatur      21∞C
U-Bereich           -1.5V   bis 2V
Anzahl der Meﬂpunkte     200
delay nach Einstellen der Spannung  s
Strombegrenzung     1 A
Kontakt             x
Beleuchtung         d
Kommentar eingeben

voltage / V   current / A   time

1.1075	-8.485999E-05	14192.8
1.125	-8.129359E-05	14193.35
1.1425	-7.782926E-05	14193.89
1.16	-7.421785E-05	14194.44
1.1775	-7.069126E-05	14194.99
1.195	-6.707155E-05	14195.54
1.2125	-6.358541E-05	14196.08
1.23	-5.986705E-05	14196.63
1.2475	-5.654667E-05	14197.18
1.265	-5.298668E-05	14197.72
1.2825	-4.939E-05	14198.27
1.3	-4.602788E-05	14198.82
1.3175	-4.234618E-05	14199.36
1.335	-3.891396E-05	14199.91
1.3525	-3.534217E-05	14200.46
1.37	-3.180513E-05	14201
1.3875	-2.820673E-05	14201.55
1.405	-2.472992E-05	14202.1
1.4225	-2.11806E-05	14202.65
1.44	-1.760616E-05	14203.19
1.4575	-1.411394E-05	14203.74
1.475	-1.059586E-05	14204.29
1.4925	-7.111592E-06	14204.91
1.51	-3.481538E-06	14205.48
1.5275	-1.970973E-08	14206.11
1.545	3.48126E-06	14206.82
1.5625	7.117987E-06	14207.37
1.58	9.735424E-06	14207.91
1.5975	1.434928E-05	14208.61
1.615	1.777068E-05	14209.16
1.6325	2.130323E-05	14209.71
1.65	2.500651E-05	14210.26
1.6675	2.834894E-05	14210.8
1.685	3.207019E-05	14211.35
1.7025	3.551731E-05	14211.9
1.72	3.903558E-05	14212.44
1.7375	4.246115E-05	14212.99
1.755	4.611338E-05	14213.54
1.7725	4.970133E-05	14214.09
1.79	5.325787E-05	14214.63
1.8075	5.680848E-05	14215.18
1.825	6.040879E-05	14215.73
1.8425	6.380393E-05	14216.27
1.86	6.728349E-05	14216.82
1.8775	7.094596E-05	14217.37
1.895	7.434902E-05	14217.92
1.9125	7.798438E-05	14218.46
1.93	8.146476E-05	14219.01
1.9475	8.508474E-05	14219.56
1.965	8.858241E-05	14220.1
1.9825	9.215967E-05	14220.65
2	9.582809E-05	14221.2
