K	N
281	5
282	5
283	6
284	7
285	7
286	5
287	11
288	7
289	3
290	6
291	7
292	4
293	7
294	6
295	5
296	5
297	8
298	3
299	6
300	9
301	4
302	3
303	2
304	9
305	1
306	5
307	5
308	5
309	4
310	5
311	6
312	4
313	4
314	5
315	3
316	5
317	5
318	4
319	3
320	6
321	5
322	6
323	4
324	8
325	2
326	4
327	6
328	4
329	2
330	8
331	7
332	5
333	3
334	7
335	7
336	7
337	8
338	10
339	5
340	2
341	4
342	1
343	7
344	5
345	9
346	5
347	3
348	4
349	7
350	3
351	5
352	7
353	4
354	7
355	6
356	3
357	4
358	2
359	4
360	5
361	3
362	8
363	1
364	8
365	4
366	6
367	3
368	9
369	2
370	3
371	1
372	6
373	0
374	2
375	5
376	4
377	3
378	4
379	0
380	4
381	4
382	3
383	2
384	3
385	1
386	3
387	3
388	7
389	4
390	5
391	2
392	3
393	2
394	4
395	2
396	3
397	1
398	7
399	3
400	3
401	4
402	4
403	1
404	7
405	1
406	0
407	6
408	2
409	6
410	1
411	3
412	5
413	2
414	7
415	3
416	2
417	7
418	4
419	5
420	2
421	4
422	5
423	4
424	3
425	8
426	4
427	4
428	3
429	2
430	5
431	2
432	1
433	4
434	2
435	2
436	5
437	5
438	4
439	1
440	3
441	3
442	1
443	4
444	3
445	3
446	2
447	7
448	5
449	4
450	6
451	2
452	3
453	1
454	4
455	3
456	3
457	4
458	7
459	5
460	2
461	3
462	5
463	7
464	4
465	7
466	5
467	3
468	6
469	5
470	7
471	2
472	6
473	2
474	8
475	5
476	3
477	7
478	5
479	5
480	1
481	3
482	3
483	4
484	7
485	5
486	6
487	6
488	6
489	6
490	8
491	6
492	6
493	4
494	8
495	4
496	4
497	8
498	0
499	3
500	5
501	11
502	7
503	9
504	8
505	4
506	10
507	9
508	5
509	3
510	6
511	8
512	6
513	6
514	6
515	8
516	5
517	10
518	8
519	4
520	5
521	6
522	6
523	8
524	8
525	11
526	6
527	7
528	12
529	9
530	10
531	9
532	9
533	7
534	10
535	5
536	13
537	7
538	10
539	17
540	14
541	12
542	8
543	21
544	15
545	7
546	27
547	8
548	15
549	10
550	15
551	8
552	22
553	11
554	21
555	18
556	21
557	17
558	22
559	29
560	20
561	16
562	21
563	19
564	10
565	19
566	22
567	26
568	25
569	26
570	28
571	28
572	26
573	29
574	25
575	25
576	27
577	28
578	21
579	32
580	30
581	30
582	17
583	23
584	29
585	31
586	28
587	19
588	23
589	28
590	18
591	35
592	33
593	24
594	25
595	27
596	32
597	19
598	24
599	23
600	24
601	31
602	44
603	20
604	31
605	32
606	21
607	21
608	23
609	27
610	26
611	23
612	21
613	16
614	29
615	29
616	18
617	20
618	17
619	20
620	19
621	10
622	27
623	11
624	14
625	21
626	17
627	21
628	27
629	14
630	14
631	17
632	17
633	21
634	12
635	21
636	22
637	14
638	15
639	14
640	17
641	14
642	11
643	16
644	20
645	12
646	19
647	16
648	13
649	18
650	21
651	10
652	9
653	22
654	26
655	18
656	15
657	8
658	10
659	15
660	9
661	16
662	9
663	12
664	10
665	17
666	13
667	7
668	13
669	11
670	14
671	14
672	5
673	15
674	8
675	7
676	17
677	10
678	10
679	10
680	11
681	7
682	8
683	13
684	10
685	9
686	12
687	13
688	6
689	12
690	7
691	11
692	5
693	7
694	10
695	10
696	3
697	15
698	4
699	5
700	4
701	2
702	5
703	8
704	10
705	8
706	8
707	8
708	6
709	6
710	7
711	8
712	6
713	4
714	6
715	1
716	9
717	9
718	10
719	10
720	7
721	7
722	9
723	6
724	7
725	6
726	7
727	7
728	8
729	9
730	6
731	7
732	9
733	6
734	3
735	11
736	6
737	8
738	9
739	10
740	9
741	13
742	11
743	8
744	8
745	3
746	9
747	5
748	5
749	10
750	5
751	5
752	11
753	4
754	14
755	5
756	4
757	6
758	6
759	6
760	5
761	7
762	5
763	10
764	6
765	9
766	4
767	8
768	9
769	6
770	9
771	4
772	5
773	6
774	7
775	7
776	4
777	7
778	9
779	11
780	7
781	6
782	7
783	6
784	11
785	5
786	6
787	8
788	11
789	9
790	5
791	6
792	8
793	10
794	10
795	4
796	10
797	8
798	12
799	16
800	15
801	7
802	7
803	9
804	11
805	7
806	4
807	12
808	5
809	5
810	7
811	9
812	7
813	12
814	9
815	8
816	12
817	5
818	5
819	6
820	7
821	8
822	6
823	8
824	9
825	7
826	12
827	6
828	10
829	2
830	6
831	8
832	12
833	9
834	7
835	8
836	9
837	9
838	8
839	7
840	10
841	6
842	10
843	15
844	15
845	3
846	6
847	5
848	7
849	8
850	19
851	11
852	5
853	5
854	9
855	9
856	12
857	7
858	10
859	9
860	8
861	11
862	12
863	5
864	12
865	13
866	6
867	7
868	9
869	6
870	13
871	4
872	16
873	11
874	5
875	14
876	9
877	4
878	15
879	4
880	8
881	10
882	8
883	9
884	13
885	9
886	10
887	11
888	10
889	9
890	11
891	12
892	7
893	12
894	15
895	9
896	8
897	6
898	11
899	13
900	15
901	13
902	11
903	13
904	14
905	7
906	10
907	21
908	8
909	8
910	16
911	18
912	13
913	11
914	11
915	17
916	18
917	20
918	13
919	16
920	15
921	17
922	11
923	8
924	18
925	16
926	9
927	9
928	13
929	13
930	12
931	14
932	11
933	9
934	19
935	14
936	13
937	16
938	14
939	12
940	11
941	19
942	10
943	20
944	14
945	18
946	12
947	17
948	16
949	13
950	11
951	9
952	11
953	12
954	11
955	15
956	19
957	10
958	12
959	13
960	17
961	16
962	19
963	21
964	19
965	16
966	18
967	16
968	22
969	22
970	21
971	10
972	18
973	15
974	21
975	27
976	14
977	19
978	22
979	19
980	26
981	19
982	30
983	20
984	28
985	20
986	23
987	19
988	21
989	18
990	19
991	25
992	28
993	15
994	15
995	32
996	21
997	36
998	21
999	28
1000	25
1001	34
1002	26
1003	24
1004	29
1005	26
1006	32
1007	28
1008	29
1009	27
1010	27
1011	43
1012	27
1013	26
1014	31
1015	33
1016	30
1017	24
1018	30
1019	22
1020	41
1021	27
1022	29
1023	31
1024	0
