K	N
281	0
282	5
283	2
284	7
285	4
286	5
287	5
288	2
289	7
290	4
291	3
292	5
293	5
294	4
295	3
296	4
297	2
298	5
299	4
300	5
301	2
302	7
303	4
304	2
305	4
306	7
307	5
308	2
309	1
310	7
311	3
312	2
313	5
314	6
315	6
316	5
317	2
318	2
319	7
320	5
321	4
322	4
323	2
324	4
325	5
326	4
327	4
328	4
329	6
330	3
331	3
332	3
333	5
334	5
335	3
336	4
337	2
338	8
339	5
340	5
341	5
342	3
343	1
344	7
345	6
346	7
347	5
348	1
349	4
350	3
351	4
352	3
353	5
354	1
355	6
356	8
357	1
358	3
359	8
360	3
361	4
362	5
363	3
364	4
365	3
366	2
367	3
368	2
369	6
370	4
371	2
372	2
373	2
374	1
375	4
376	6
377	4
378	1
379	1
380	7
381	3
382	3
383	1
384	6
385	4
386	4
387	8
388	0
389	1
390	7
391	2
392	6
393	4
394	5
395	2
396	6
397	4
398	5
399	1
400	4
401	3
402	2
403	1
404	2
405	2
406	7
407	3
408	5
409	4
410	2
411	3
412	1
413	4
414	2
415	2
416	1
417	4
418	3
419	4
420	3
421	2
422	4
423	6
424	4
425	3
426	6
427	2
428	3
429	3
430	3
431	1
432	8
433	3
434	2
435	3
436	4
437	2
438	7
439	6
440	4
441	4
442	2
443	3
444	2
445	2
446	3
447	7
448	0
449	8
450	7
451	2
452	3
453	3
454	4
455	6
456	3
457	5
458	1
459	6
460	1
461	2
462	6
463	4
464	2
465	1
466	3
467	3
468	7
469	6
470	3
471	3
472	3
473	2
474	2
475	2
476	4
477	3
478	5
479	2
480	3
481	5
482	4
483	2
484	1
485	4
486	3
487	5
488	2
489	3
490	6
491	6
492	6
493	2
494	0
495	0
496	5
497	2
498	2
499	4
500	5
501	8
502	9
503	4
504	2
505	4
506	2
507	0
508	4
509	5
510	5
511	6
512	6
513	6
514	3
515	3
516	1
517	5
518	4
519	1
520	3
521	5
522	7
523	1
524	5
525	5
526	4
527	5
528	10
529	3
530	1
531	2
532	4
533	5
534	4
535	8
536	4
537	2
538	3
539	4
540	7
541	6
542	8
543	4
544	3
545	5
546	5
547	3
548	4
549	6
550	4
551	3
552	6
553	4
554	8
555	3
556	3
557	2
558	9
559	5
560	7
561	1
562	8
563	8
564	9
565	8
566	8
567	5
568	3
569	5
570	13
571	3
572	6
573	8
574	3
575	7
576	12
577	7
578	7
579	8
580	11
581	7
582	8
583	8
584	11
585	9
586	9
587	8
588	8
589	8
590	15
591	9
592	13
593	9
594	10
595	9
596	9
597	9
598	11
599	12
600	8
601	17
602	6
603	12
604	10
605	7
606	16
607	11
608	15
609	7
610	11
611	16
612	7
613	14
614	12
615	7
616	12
617	8
618	16
619	11
620	16
621	11
622	11
623	11
624	6
625	13
626	10
627	12
628	13
629	14
630	10
631	12
632	16
633	4
634	18
635	13
636	8
637	13
638	19
639	10
640	5
641	9
642	22
643	9
644	12
645	10
646	16
647	13
648	7
649	15
650	10
651	5
652	12
653	5
654	12
655	8
656	8
657	14
658	6
659	10
660	7
661	8
662	10
663	6
664	11
665	7
666	11
667	13
668	10
669	11
670	7
671	13
672	11
673	9
674	7
675	5
676	14
677	9
678	8
679	5
680	3
681	5
682	5
683	5
684	5
685	9
686	3
687	9
688	4
689	7
690	2
691	5
692	5
693	4
694	6
695	8
696	3
697	9
698	3
699	5
700	3
701	5
702	5
703	10
704	12
705	3
706	7
707	6
708	9
709	5
710	3
711	6
712	8
713	7
714	11
715	4
716	6
717	7
718	6
719	3
720	4
721	3
722	9
723	8
724	6
725	7
726	4
727	10
728	4
729	5
730	4
731	3
732	11
733	3
734	6
735	1
736	11
737	13
738	4
739	6
740	4
741	7
742	6
743	6
744	8
745	10
746	9
747	7
748	4
749	11
750	11
751	5
752	2
753	3
754	6
755	7
756	7
757	3
758	5
759	4
760	5
761	10
762	7
763	8
764	7
765	8
766	3
767	2
768	2
769	10
770	9
771	7
772	5
773	4
774	6
775	10
776	5
777	3
778	6
779	9
780	7
781	3
782	4
783	12
784	5
785	7
786	5
787	3
788	7
789	8
790	12
791	6
792	4
793	11
794	4
795	7
796	6
797	4
798	10
799	2
800	7
801	6
802	11
803	10
804	5
805	4
806	9
807	2
808	14
809	4
810	8
811	6
812	10
813	6
814	10
815	3
816	8
817	9
818	12
819	4
820	6
821	8
822	4
823	5
824	9
825	10
826	8
827	10
828	10
829	8
830	11
831	7
832	8
833	3
834	12
835	7
836	9
837	11
838	3
839	9
840	8
841	8
842	10
843	8
844	6
845	1
846	9
847	10
848	6
849	11
850	8
851	9
852	7
853	6
854	5
855	11
856	5
857	6
858	13
859	8
860	5
861	16
862	17
863	7
864	10
865	9
866	13
867	4
868	10
869	5
870	8
871	10
872	11
873	14
874	10
875	13
876	9
877	4
878	8
879	9
880	10
881	9
882	10
883	12
884	7
885	8
886	8
887	9
888	12
889	10
890	9
891	11
892	13
893	9
894	11
895	17
896	6
897	6
898	11
899	10
900	13
901	13
902	14
903	5
904	4
905	5
906	13
907	16
908	11
909	5
910	12
911	13
912	11
913	9
914	14
915	13
916	8
917	9
918	14
919	19
920	12
921	9
922	8
923	11
924	10
925	12
926	17
927	22
928	11
929	13
930	18
931	16
932	13
933	11
934	8
935	11
936	19
937	13
938	13
939	11
940	18
941	14
942	11
943	16
944	11
945	13
946	7
947	18
948	23
949	12
950	7
951	11
952	9
953	14
954	23
955	13
956	10
957	14
958	19
959	19
960	13
961	18
962	10
963	24
964	10
965	15
966	14
967	13
968	10
969	16
970	14
971	18
972	15
973	12
974	8
975	19
976	14
977	18
978	11
979	17
980	13
981	24
982	12
983	15
984	16
985	18
986	19
987	19
988	14
989	12
990	17
991	18
992	19
993	18
994	14
995	8
996	22
997	19
998	24
999	21
1000	23
1001	18
1002	21
1003	24
1004	19
1005	23
1006	13
1007	23
1008	16
1009	18
1010	22
1011	13
1012	24
1013	14
1014	28
1015	17
1016	23
1017	20
1018	28
1019	19
1020	21
1021	24
1022	21
1023	18
1024	0
