K	N
281	2
282	8
283	8
284	3
285	5
286	7
287	7
288	5
289	6
290	7
291	5
292	8
293	3
294	13
295	8
296	9
297	4
298	3
299	7
300	13
301	5
302	3
303	6
304	7
305	7
306	7
307	10
308	9
309	7
310	3
311	9
312	4
313	4
314	6
315	2
316	3
317	7
318	4
319	7
320	6
321	5
322	6
323	2
324	6
325	6
326	6
327	7
328	4
329	7
330	6
331	3
332	6
333	3
334	6
335	6
336	10
337	5
338	6
339	7
340	2
341	4
342	5
343	4
344	7
345	3
346	4
347	2
348	2
349	4
350	3
351	6
352	4
353	2
354	1
355	4
356	6
357	4
358	5
359	3
360	8
361	3
362	2
363	4
364	4
365	4
366	4
367	4
368	4
369	2
370	4
371	3
372	1
373	5
374	0
375	1
376	4
377	1
378	5
379	1
380	5
381	0
382	3
383	3
384	7
385	1
386	5
387	3
388	4
389	8
390	1
391	2
392	3
393	10
394	2
395	4
396	6
397	4
398	4
399	6
400	8
401	4
402	3
403	6
404	10
405	5
406	4
407	1
408	2
409	2
410	2
411	3
412	4
413	3
414	4
415	4
416	7
417	5
418	3
419	6
420	4
421	0
422	1
423	5
424	2
425	3
426	8
427	6
428	4
429	6
430	1
431	0
432	4
433	0
434	7
435	3
436	2
437	4
438	5
439	3
440	7
441	3
442	8
443	7
444	2
445	4
446	5
447	6
448	6
449	5
450	2
451	3
452	3
453	3
454	4
455	4
456	4
457	3
458	6
459	10
460	6
461	4
462	3
463	2
464	1
465	7
466	3
467	5
468	2
469	7
470	6
471	6
472	6
473	3
474	1
475	4
476	4
477	3
478	7
479	4
480	6
481	9
482	5
483	0
484	6
485	6
486	4
487	6
488	5
489	4
490	6
491	8
492	4
493	3
494	11
495	7
496	3
497	6
498	5
499	6
500	6
501	6
502	9
503	3
504	5
505	1
506	2
507	6
508	4
509	7
510	9
511	6
512	5
513	6
514	7
515	6
516	3
517	7
518	3
519	11
520	9
521	8
522	9
523	4
524	4
525	8
526	8
527	8
528	4
529	7
530	5
531	7
532	8
533	12
534	14
535	10
536	8
537	12
538	7
539	6
540	9
541	14
542	9
543	9
544	9
545	12
546	7
547	16
548	8
549	12
550	14
551	9
552	10
553	18
554	17
555	16
556	13
557	21
558	17
559	10
560	13
561	18
562	18
563	17
564	13
565	30
566	20
567	21
568	15
569	26
570	22
571	22
572	19
573	30
574	19
575	23
576	23
577	29
578	25
579	26
580	25
581	23
582	32
583	20
584	37
585	43
586	33
587	26
588	23
589	35
590	31
591	32
592	22
593	39
594	38
595	37
596	39
597	19
598	40
599	31
600	36
601	27
602	25
603	37
604	39
605	39
606	35
607	38
608	36
609	33
610	24
611	29
612	38
613	25
614	33
615	27
616	21
617	34
618	16
619	30
620	22
621	31
622	23
623	16
624	21
625	20
626	24
627	25
628	11
629	27
630	29
631	24
632	22
633	24
634	20
635	19
636	17
637	20
638	15
639	17
640	15
641	21
642	19
643	17
644	10
645	21
646	15
647	17
648	13
649	19
650	17
651	17
652	15
653	13
654	11
655	19
656	11
657	19
658	13
659	14
660	15
661	10
662	4
663	7
664	5
665	16
666	3
667	10
668	10
669	12
670	8
671	21
672	10
673	6
674	9
675	9
676	5
677	16
678	10
679	7
680	8
681	6
682	7
683	2
684	3
685	8
686	7
687	8
688	7
689	5
690	3
691	14
692	6
693	2
694	1
695	2
696	5
697	8
698	3
699	6
700	7
701	7
702	2
703	7
704	7
705	7
706	7
707	14
708	9
709	4
710	10
711	8
712	7
713	5
714	3
715	10
716	6
717	5
718	3
719	6
720	7
721	8
722	8
723	8
724	2
725	3
726	6
727	2
728	7
729	6
730	6
731	4
732	8
733	9
734	3
735	4
736	6
737	9
738	4
739	4
740	11
741	4
742	10
743	5
744	10
745	5
746	6
747	4
748	13
749	2
750	6
751	3
752	2
753	8
754	4
755	4
756	6
757	9
758	12
759	8
760	9
761	4
762	2
763	8
764	8
765	9
766	10
767	5
768	5
769	10
770	4
771	9
772	7
773	6
774	12
775	9
776	11
777	6
778	7
779	8
780	8
781	7
782	13
783	7
784	5
785	4
786	9
787	18
788	10
789	9
790	11
791	9
792	5
793	2
794	7
795	13
796	10
797	8
798	9
799	10
800	9
801	10
802	6
803	16
804	12
805	10
806	11
807	7
808	13
809	4
810	6
811	8
812	12
813	11
814	7
815	7
816	7
817	7
818	6
819	11
820	7
821	8
822	8
823	10
824	10
825	7
826	2
827	8
828	12
829	9
830	6
831	8
832	14
833	12
834	8
835	6
836	7
837	10
838	11
839	8
840	5
841	6
842	10
843	14
844	6
845	7
846	9
847	9
848	5
849	9
850	9
851	2
852	6
853	11
854	5
855	9
856	9
857	9
858	7
859	8
860	9
861	7
862	11
863	11
864	9
865	9
866	11
867	18
868	10
869	7
870	13
871	2
872	4
873	13
874	10
875	13
876	11
877	14
878	11
879	12
880	15
881	17
882	17
883	7
884	8
885	8
886	5
887	10
888	12
889	16
890	10
891	12
892	17
893	11
894	7
895	18
896	10
897	7
898	3
899	6
900	12
901	19
902	13
903	10
904	4
905	8
906	21
907	10
908	11
909	14
910	16
911	8
912	10
913	15
914	11
915	7
916	11
917	7
918	9
919	18
920	14
921	11
922	18
923	6
924	15
925	12
926	17
927	14
928	18
929	12
930	11
931	17
932	17
933	17
934	9
935	16
936	13
937	9
938	16
939	13
940	12
941	16
942	18
943	19
944	13
945	17
946	12
947	12
948	11
949	18
950	14
951	14
952	15
953	17
954	16
955	14
956	14
957	13
958	11
959	13
960	19
961	17
962	13
963	10
964	18
965	12
966	13
967	16
968	23
969	23
970	17
971	15
972	14
973	16
974	21
975	15
976	14
977	13
978	21
979	13
980	13
981	21
982	21
983	20
984	14
985	22
986	19
987	22
988	17
989	10
990	21
991	13
992	28
993	22
994	15
995	17
996	21
997	20
998	21
999	19
1000	12
1001	25
1002	32
1003	28
1004	20
1005	24
1006	22
1007	29
1008	21
1009	21
1010	23
1011	22
1012	22
1013	23
1014	22
1015	25
1016	28
1017	16
1018	16
1019	28
1020	30
1021	32
1022	19
1023	25
1024	0
