K	N
281	9
282	12
283	10
284	11
285	16
286	12
287	14
288	12
289	12
290	7
291	13
292	10
293	14
294	12
295	8
296	5
297	5
298	6
299	8
300	16
301	14
302	13
303	7
304	8
305	10
306	19
307	14
308	14
309	21
310	14
311	16
312	20
313	14
314	15
315	14
316	15
317	8
318	11
319	27
320	8
321	27
322	22
323	15
324	16
325	24
326	21
327	16
328	24
329	19
330	23
331	20
332	14
333	26
334	25
335	15
336	16
337	14
338	23
339	15
340	17
341	11
342	24
343	24
344	11
345	10
346	10
347	13
348	17
349	13
350	14
351	9
352	12
353	10
354	16
355	12
356	6
357	6
358	10
359	4
360	7
361	11
362	8
363	12
364	8
365	6
366	6
367	9
368	5
369	8
370	10
371	7
372	7
373	5
374	7
375	5
376	9
377	6
378	5
379	7
380	2
381	7
382	5
383	6
384	6
385	2
386	4
387	2
388	3
389	3
390	1
391	3
392	3
393	2
394	3
395	3
396	6
397	3
398	6
399	3
400	2
401	3
402	4
403	4
404	4
405	1
406	6
407	5
408	5
409	3
410	2
411	3
412	5
413	3
414	3
415	2
416	1
417	3
418	5
419	5
420	6
421	2
422	6
423	8
424	3
425	1
426	4
427	6
428	2
429	7
430	2
431	9
432	3
433	4
434	4
435	4
436	6
437	4
438	4
439	8
440	2
441	2
442	7
443	9
444	4
445	5
446	2
447	5
448	9
449	4
450	3
451	4
452	3
453	2
454	2
455	6
456	1
457	3
458	2
459	4
460	6
461	7
462	5
463	4
464	3
465	8
466	8
467	5
468	5
469	4
470	3
471	1
472	8
473	12
474	4
475	4
476	3
477	8
478	4
479	4
480	8
481	5
482	8
483	6
484	2
485	4
486	2
487	6
488	7
489	5
490	5
491	6
492	2
493	1
494	10
495	1
496	9
497	13
498	4
499	1
500	6
501	5
502	9
503	7
504	9
505	5
506	12
507	4
508	6
509	8
510	7
511	6
512	5
513	4
514	5
515	8
516	3
517	6
518	10
519	6
520	3
521	7
522	7
523	13
524	10
525	8
526	8
527	6
528	13
529	7
530	9
531	6
532	6
533	5
534	11
535	5
536	8
537	6
538	10
539	15
540	12
541	7
542	7
543	10
544	7
545	10
546	9
547	7
548	4
549	11
550	10
551	10
552	12
553	11
554	12
555	17
556	15
557	14
558	12
559	16
560	9
561	4
562	14
563	14
564	13
565	20
566	17
567	11
568	13
569	7
570	11
571	11
572	21
573	11
574	15
575	21
576	21
577	21
578	17
579	17
580	25
581	20
582	26
583	29
584	22
585	28
586	24
587	39
588	33
589	30
590	35
591	32
592	36
593	30
594	33
595	46
596	30
597	37
598	43
599	46
600	45
601	46
602	48
603	45
604	55
605	46
606	47
607	65
608	63
609	64
610	63
611	48
612	66
613	85
614	89
615	72
616	76
617	80
618	100
619	85
620	72
621	96
622	88
623	90
624	104
625	87
626	103
627	112
628	102
629	118
630	105
631	91
632	111
633	112
634	101
635	97
636	92
637	124
638	115
639	90
640	98
641	131
642	121
643	119
644	121
645	111
646	126
647	106
648	109
649	112
650	119
651	118
652	143
653	120
654	89
655	92
656	119
657	88
658	107
659	82
660	84
661	93
662	97
663	95
664	83
665	85
666	81
667	68
668	80
669	72
670	78
671	74
672	66
673	69
674	73
675	65
676	61
677	63
678	50
679	48
680	63
681	41
682	42
683	55
684	51
685	42
686	39
687	37
688	27
689	38
690	39
691	30
692	22
693	39
694	19
695	26
696	29
697	20
698	20
699	20
700	21
701	15
702	18
703	13
704	20
705	13
706	23
707	16
708	9
709	12
710	13
711	15
712	13
713	8
714	12
715	10
716	7
717	11
718	5
719	9
720	7
721	13
722	5
723	7
724	10
725	8
726	8
727	7
728	8
729	10
730	5
731	8
732	7
733	4
734	7
735	4
736	6
737	6
738	4
739	7
740	3
741	7
742	7
743	6
744	8
745	4
746	5
747	4
748	7
749	6
750	6
751	7
752	12
753	5
754	9
755	5
756	13
757	6
758	8
759	4
760	4
761	6
762	4
763	7
764	5
765	9
766	12
767	7
768	7
769	4
770	6
771	8
772	6
773	7
774	12
775	5
776	5
777	6
778	4
779	3
780	8
781	3
782	7
783	6
784	8
785	9
786	6
787	7
788	9
789	6
790	10
791	4
792	7
793	10
794	8
795	9
796	5
797	5
798	9
799	8
800	13
801	6
802	9
803	9
804	9
805	11
806	14
807	9
808	5
809	9
810	14
811	6
812	6
813	0
814	8
815	5
816	9
817	4
818	9
819	15
820	8
821	15
822	8
823	6
824	9
825	6
826	7
827	12
828	7
829	7
830	7
831	9
832	5
833	8
834	6
835	5
836	7
837	5
838	5
839	12
840	5
841	12
842	4
843	9
844	11
845	10
846	10
847	6
848	4
849	12
850	5
851	8
852	13
853	5
854	11
855	10
856	11
857	10
858	5
859	7
860	10
861	9
862	8
863	11
864	14
865	9
866	9
867	6
868	12
869	16
870	16
871	15
872	8
873	12
874	9
875	9
876	6
877	9
878	4
879	12
880	14
881	7
882	8
883	10
884	10
885	6
886	6
887	5
888	15
889	12
890	9
891	6
892	13
893	15
894	14
895	8
896	8
897	12
898	8
899	9
900	10
901	9
902	16
903	11
904	21
905	7
906	12
907	10
908	11
909	17
910	22
911	11
912	17
913	11
914	3
915	13
916	16
917	12
918	13
919	9
920	11
921	8
922	11
923	10
924	11
925	12
926	8
927	12
928	14
929	12
930	11
931	19
932	12
933	15
934	9
935	11
936	10
937	12
938	13
939	15
940	8
941	21
942	14
943	20
944	9
945	14
946	11
947	8
948	16
949	9
950	15
951	12
952	12
953	12
954	14
955	11
956	11
957	15
958	15
959	13
960	11
961	9
962	15
963	22
964	24
965	16
966	11
967	15
968	30
969	22
970	9
971	15
972	12
973	20
974	19
975	17
976	22
977	20
978	14
979	20
980	12
981	16
982	16
983	28
984	21
985	18
986	20
987	21
988	24
989	17
990	20
991	16
992	19
993	19
994	28
995	13
996	24
997	25
998	21
999	18
1000	17
1001	10
1002	15
1003	22
1004	21
1005	26
1006	29
1007	19
1008	24
1009	21
1010	30
1011	27
1012	22
1013	32
1014	17
1015	23
1016	21
1017	27
1018	33
1019	21
1020	31
1021	26
1022	36
1023	23
1024	0
