K	N
281	8
282	10
283	14
284	3
285	7
286	8
287	9
288	10
289	5
290	6
291	6
292	8
293	9
294	8
295	10
296	5
297	6
298	9
299	9
300	7
301	5
302	5
303	4
304	8
305	8
306	11
307	7
308	7
309	13
310	6
311	11
312	3
313	12
314	10
315	6
316	8
317	7
318	12
319	13
320	14
321	10
322	10
323	11
324	15
325	11
326	6
327	7
328	11
329	9
330	9
331	12
332	12
333	10
334	8
335	11
336	9
337	6
338	8
339	12
340	9
341	8
342	8
343	9
344	8
345	9
346	9
347	10
348	12
349	7
350	9
351	11
352	7
353	7
354	4
355	15
356	7
357	9
358	7
359	8
360	4
361	7
362	5
363	6
364	5
365	3
366	5
367	7
368	8
369	7
370	4
371	4
372	5
373	8
374	2
375	3
376	6
377	6
378	5
379	3
380	1
381	3
382	2
383	4
384	5
385	4
386	3
387	7
388	2
389	4
390	1
391	3
392	5
393	3
394	3
395	7
396	3
397	3
398	8
399	3
400	2
401	5
402	8
403	3
404	3
405	2
406	3
407	3
408	3
409	6
410	3
411	6
412	1
413	3
414	2
415	1
416	4
417	5
418	3
419	5
420	4
421	5
422	1
423	4
424	3
425	2
426	3
427	2
428	3
429	5
430	7
431	2
432	3
433	3
434	8
435	2
436	4
437	4
438	1
439	3
440	2
441	3
442	1
443	6
444	3
445	1
446	6
447	4
448	9
449	7
450	5
451	2
452	3
453	2
454	5
455	4
456	3
457	3
458	6
459	4
460	0
461	1
462	2
463	2
464	1
465	5
466	2
467	2
468	4
469	3
470	4
471	3
472	5
473	4
474	3
475	4
476	2
477	4
478	7
479	3
480	7
481	3
482	4
483	9
484	3
485	2
486	4
487	2
488	8
489	4
490	6
491	2
492	8
493	1
494	8
495	3
496	7
497	5
498	4
499	7
500	5
501	5
502	2
503	3
504	6
505	8
506	4
507	3
508	2
509	4
510	3
511	6
512	4
513	5
514	6
515	4
516	4
517	4
518	6
519	6
520	2
521	6
522	3
523	6
524	6
525	4
526	9
527	5
528	2
529	4
530	6
531	4
532	7
533	6
534	6
535	7
536	4
537	3
538	2
539	4
540	4
541	9
542	3
543	8
544	8
545	9
546	4
547	6
548	1
549	4
550	5
551	6
552	4
553	9
554	9
555	2
556	8
557	11
558	5
559	4
560	7
561	8
562	8
563	6
564	11
565	14
566	13
567	10
568	7
569	6
570	7
571	11
572	15
573	10
574	11
575	18
576	14
577	9
578	17
579	15
580	12
581	18
582	15
583	12
584	24
585	19
586	21
587	13
588	14
589	22
590	23
591	24
592	24
593	12
594	17
595	28
596	27
597	30
598	17
599	23
600	26
601	30
602	26
603	32
604	34
605	30
606	38
607	37
608	29
609	38
610	39
611	40
612	43
613	30
614	49
615	64
616	34
617	48
618	47
619	56
620	46
621	54
622	57
623	50
624	55
625	53
626	51
627	57
628	47
629	59
630	48
631	50
632	66
633	66
634	67
635	62
636	63
637	62
638	64
639	70
640	61
641	55
642	73
643	69
644	64
645	63
646	62
647	55
648	69
649	60
650	68
651	72
652	58
653	64
654	50
655	56
656	49
657	56
658	55
659	61
660	46
661	66
662	52
663	55
664	42
665	43
666	46
667	52
668	52
669	40
670	53
671	32
672	47
673	30
674	36
675	32
676	32
677	29
678	26
679	21
680	21
681	28
682	30
683	26
684	32
685	23
686	15
687	21
688	18
689	13
690	17
691	21
692	16
693	15
694	16
695	12
696	11
697	13
698	12
699	11
700	10
701	13
702	8
703	8
704	7
705	6
706	10
707	6
708	6
709	5
710	12
711	9
712	5
713	5
714	5
715	5
716	12
717	3
718	5
719	9
720	7
721	9
722	6
723	9
724	4
725	7
726	5
727	8
728	7
729	3
730	11
731	4
732	13
733	6
734	5
735	7
736	5
737	7
738	3
739	9
740	12
741	3
742	10
743	7
744	6
745	6
746	8
747	2
748	5
749	6
750	12
751	5
752	5
753	11
754	3
755	9
756	7
757	3
758	9
759	7
760	4
761	8
762	7
763	5
764	8
765	10
766	5
767	7
768	9
769	14
770	4
771	4
772	6
773	5
774	6
775	7
776	7
777	13
778	5
779	7
780	4
781	3
782	7
783	3
784	8
785	13
786	8
787	5
788	12
789	6
790	4
791	4
792	8
793	8
794	7
795	5
796	4
797	8
798	8
799	7
800	5
801	13
802	9
803	10
804	6
805	11
806	6
807	13
808	9
809	9
810	7
811	6
812	7
813	9
814	10
815	9
816	10
817	9
818	10
819	5
820	8
821	11
822	4
823	8
824	5
825	4
826	8
827	10
828	9
829	9
830	9
831	7
832	6
833	7
834	9
835	14
836	8
837	8
838	4
839	10
840	9
841	14
842	12
843	11
844	3
845	7
846	7
847	11
848	9
849	6
850	8
851	6
852	10
853	10
854	9
855	14
856	9
857	7
858	10
859	9
860	9
861	9
862	4
863	9
864	5
865	12
866	14
867	11
868	6
869	5
870	9
871	10
872	11
873	5
874	16
875	12
876	3
877	8
878	15
879	8
880	15
881	11
882	13
883	14
884	12
885	3
886	20
887	9
888	11
889	10
890	9
891	8
892	9
893	17
894	16
895	3
896	20
897	11
898	13
899	11
900	8
901	7
902	7
903	10
904	12
905	7
906	14
907	14
908	13
909	12
910	14
911	10
912	15
913	11
914	13
915	19
916	14
917	11
918	15
919	18
920	12
921	11
922	14
923	5
924	14
925	14
926	16
927	17
928	14
929	11
930	12
931	13
932	10
933	19
934	18
935	7
936	12
937	15
938	16
939	10
940	17
941	18
942	9
943	13
944	22
945	13
946	15
947	7
948	14
949	14
950	19
951	18
952	9
953	13
954	13
955	11
956	20
957	19
958	14
959	10
960	21
961	13
962	22
963	14
964	12
965	22
966	11
967	11
968	16
969	19
970	17
971	22
972	14
973	15
974	21
975	18
976	7
977	26
978	16
979	28
980	25
981	22
982	26
983	16
984	27
985	22
986	15
987	12
988	21
989	17
990	15
991	19
992	25
993	12
994	19
995	18
996	22
997	30
998	24
999	16
1000	23
1001	17
1002	27
1003	19
1004	29
1005	28
1006	28
1007	23
1008	20
1009	19
1010	24
1011	23
1012	22
1013	23
1014	31
1015	27
1016	27
1017	25
1018	34
1019	40
1020	22
1021	35
1022	23
1023	26
1024	0
