K	N
281	2
282	4
283	0
284	1
285	0
286	1
287	2
288	2
289	5
290	7
291	2
292	4
293	5
294	3
295	4
296	6
297	2
298	4
299	2
300	1
301	5
302	6
303	3
304	7
305	8
306	5
307	7
308	6
309	2
310	0
311	3
312	6
313	4
314	3
315	3
316	1
317	4
318	4
319	2
320	4
321	4
322	3
323	2
324	4
325	3
326	5
327	5
328	1
329	5
330	4
331	3
332	3
333	4
334	5
335	3
336	4
337	2
338	1
339	3
340	6
341	1
342	2
343	4
344	7
345	3
346	6
347	4
348	2
349	0
350	2
351	3
352	2
353	6
354	4
355	2
356	2
357	2
358	0
359	3
360	5
361	4
362	3
363	1
364	4
365	9
366	6
367	3
368	5
369	1
370	2
371	2
372	6
373	3
374	2
375	1
376	4
377	2
378	4
379	5
380	2
381	8
382	2
383	2
384	6
385	12
386	1
387	1
388	4
389	4
390	3
391	6
392	1
393	5
394	3
395	3
396	1
397	5
398	1
399	5
400	1
401	3
402	1
403	4
404	4
405	5
406	4
407	4
408	4
409	4
410	2
411	5
412	4
413	4
414	3
415	4
416	3
417	5
418	3
419	6
420	3
421	0
422	4
423	1
424	5
425	3
426	4
427	2
428	2
429	4
430	2
431	4
432	3
433	2
434	3
435	3
436	5
437	5
438	3
439	2
440	4
441	5
442	4
443	3
444	3
445	2
446	3
447	2
448	1
449	2
450	4
451	2
452	3
453	4
454	3
455	6
456	3
457	4
458	2
459	5
460	3
461	5
462	7
463	1
464	3
465	6
466	2
467	6
468	2
469	3
470	4
471	5
472	3
473	5
474	2
475	1
476	5
477	4
478	0
479	3
480	3
481	2
482	4
483	5
484	4
485	3
486	1
487	2
488	4
489	4
490	3
491	2
492	6
493	5
494	3
495	8
496	4
497	2
498	4
499	6
500	2
501	7
502	4
503	3
504	1
505	3
506	5
507	4
508	8
509	3
510	2
511	2
512	5
513	2
514	5
515	4
516	5
517	3
518	6
519	4
520	3
521	7
522	2
523	2
524	3
525	2
526	4
527	6
528	5
529	2
530	4
531	7
532	11
533	4
534	1
535	3
536	2
537	6
538	4
539	1
540	4
541	5
542	8
543	4
544	5
545	3
546	7
547	5
548	3
549	5
550	2
551	4
552	2
553	3
554	1
555	2
556	3
557	3
558	4
559	2
560	2
561	2
562	5
563	1
564	7
565	3
566	2
567	4
568	2
569	7
570	5
571	2
572	10
573	1
574	5
575	4
576	2
577	6
578	10
579	2
580	5
581	3
582	5
583	4
584	6
585	1
586	6
587	3
588	4
589	8
590	8
591	2
592	4
593	6
594	5
595	4
596	3
597	8
598	8
599	0
600	2
601	5
602	2
603	1
604	1
605	5
606	8
607	2
608	5
609	5
610	6
611	3
612	2
613	4
614	5
615	7
616	5
617	5
618	7
619	6
620	6
621	5
622	9
623	7
624	1
625	3
626	4
627	6
628	5
629	6
630	5
631	2
632	4
633	0
634	5
635	2
636	4
637	6
638	5
639	4
640	7
641	4
642	3
643	2
644	5
645	2
646	5
647	2
648	6
649	3
650	6
651	4
652	4
653	5
654	3
655	4
656	3
657	2
658	2
659	3
660	5
661	3
662	5
663	8
664	7
665	7
666	8
667	7
668	4
669	5
670	9
671	4
672	3
673	5
674	3
675	8
676	3
677	8
678	3
679	5
680	13
681	2
682	3
683	6
684	4
685	8
686	3
687	0
688	8
689	4
690	5
691	6
692	4
693	7
694	4
695	8
696	1
697	6
698	4
699	4
700	9
701	3
702	2
703	4
704	3
705	7
706	5
707	4
708	4
709	5
710	2
711	6
712	5
713	9
714	6
715	6
716	4
717	5
718	5
719	5
720	4
721	4
722	5
723	3
724	2
725	8
726	3
727	9
728	3
729	6
730	9
731	4
732	2
733	6
734	3
735	9
736	3
737	3
738	5
739	5
740	9
741	7
742	4
743	4
744	8
745	2
746	8
747	6
748	7
749	9
750	5
751	3
752	3
753	8
754	6
755	5
756	3
757	5
758	3
759	4
760	2
761	5
762	5
763	3
764	6
765	5
766	5
767	3
768	9
769	4
770	5
771	11
772	6
773	11
774	7
775	7
776	13
777	7
778	9
779	6
780	6
781	3
782	9
783	7
784	4
785	9
786	8
787	9
788	8
789	6
790	3
791	6
792	6
793	5
794	9
795	6
796	6
797	10
798	7
799	8
800	8
801	7
802	8
803	9
804	9
805	9
806	6
807	10
808	5
809	9
810	9
811	4
812	3
813	11
814	7
815	5
816	7
817	5
818	7
819	9
820	2
821	3
822	7
823	14
824	7
825	8
826	2
827	8
828	10
829	9
830	11
831	7
832	9
833	3
834	8
835	8
836	9
837	5
838	7
839	3
840	5
841	6
842	8
843	9
844	10
845	5
846	11
847	10
848	9
849	12
850	5
851	8
852	8
853	9
854	5
855	5
856	7
857	7
858	9
859	6
860	10
861	8
862	10
863	13
864	7
865	12
866	9
867	11
868	9
869	6
870	9
871	16
872	6
873	10
874	7
875	10
876	11
877	7
878	11
879	11
880	6
881	4
882	12
883	11
884	8
885	8
886	15
887	7
888	6
889	13
890	12
891	7
892	13
893	7
894	10
895	7
896	10
897	5
898	17
899	7
900	10
901	6
902	13
903	10
904	7
905	4
906	15
907	11
908	15
909	8
910	8
911	5
912	9
913	9
914	7
915	8
916	14
917	8
918	14
919	12
920	9
921	5
922	7
923	13
924	6
925	4
926	9
927	12
928	6
929	11
930	6
931	12
932	12
933	12
934	15
935	16
936	9
937	17
938	14
939	9
940	12
941	11
942	8
943	12
944	16
945	8
946	10
947	16
948	8
949	9
950	12
951	19
952	9
953	9
954	7
955	12
956	13
957	9
958	10
959	15
960	18
961	5
962	13
963	13
964	17
965	10
966	12
967	9
968	11
969	14
970	16
971	7
972	11
973	11
974	17
975	30
976	12
977	13
978	16
979	14
980	20
981	13
982	17
983	15
984	18
985	24
986	15
987	17
988	14
989	15
990	20
991	13
992	11
993	16
994	14
995	9
996	16
997	11
998	13
999	14
1000	14
1001	18
1002	14
1003	12
1004	13
1005	13
1006	18
1007	10
1008	19
1009	12
1010	18
1011	14
1012	22
1013	26
1014	13
1015	15
1016	17
1017	17
1018	23
1019	15
1020	20
1021	18
1022	17
1023	25
1024	0
