K	N
281	4
282	4
283	4
284	4
285	5
286	2
287	7
288	4
289	4
290	4
291	5
292	8
293	4
294	3
295	3
296	7
297	6
298	5
299	1
300	7
301	1
302	3
303	1
304	5
305	7
306	3
307	6
308	6
309	11
310	2
311	4
312	4
313	4
314	4
315	4
316	1
317	1
318	3
319	7
320	4
321	3
322	6
323	3
324	3
325	6
326	3
327	7
328	2
329	5
330	6
331	5
332	2
333	5
334	7
335	2
336	3
337	3
338	5
339	1
340	2
341	6
342	2
343	2
344	2
345	3
346	2
347	2
348	3
349	4
350	4
351	0
352	2
353	5
354	3
355	6
356	2
357	5
358	5
359	4
360	0
361	5
362	6
363	4
364	2
365	7
366	8
367	0
368	1
369	4
370	4
371	3
372	4
373	0
374	0
375	5
376	4
377	6
378	4
379	2
380	0
381	3
382	1
383	5
384	4
385	4
386	5
387	1
388	2
389	4
390	7
391	6
392	5
393	2
394	3
395	2
396	4
397	2
398	2
399	5
400	4
401	2
402	4
403	4
404	3
405	3
406	2
407	4
408	4
409	1
410	6
411	7
412	3
413	2
414	6
415	5
416	2
417	4
418	3
419	1
420	1
421	1
422	2
423	1
424	5
425	0
426	5
427	5
428	5
429	3
430	2
431	5
432	4
433	4
434	3
435	2
436	2
437	4
438	4
439	3
440	3
441	1
442	3
443	5
444	4
445	1
446	4
447	1
448	6
449	5
450	4
451	6
452	0
453	6
454	4
455	4
456	5
457	5
458	4
459	6
460	2
461	5
462	4
463	5
464	4
465	2
466	9
467	6
468	3
469	6
470	2
471	4
472	8
473	3
474	4
475	6
476	5
477	4
478	2
479	2
480	10
481	6
482	2
483	5
484	6
485	4
486	1
487	5
488	9
489	3
490	4
491	1
492	2
493	7
494	4
495	7
496	9
497	6
498	10
499	4
500	10
501	4
502	4
503	8
504	4
505	6
506	8
507	10
508	5
509	6
510	9
511	7
512	7
513	8
514	10
515	9
516	10
517	11
518	18
519	9
520	12
521	15
522	9
523	9
524	14
525	9
526	11
527	12
528	10
529	17
530	10
531	12
532	13
533	19
534	24
535	12
536	18
537	12
538	13
539	12
540	19
541	14
542	14
543	13
544	17
545	25
546	18
547	20
548	17
549	27
550	18
551	18
552	17
553	21
554	28
555	26
556	35
557	19
558	24
559	22
560	21
561	25
562	22
563	22
564	25
565	24
566	24
567	24
568	19
569	27
570	31
571	20
572	15
573	21
574	24
575	27
576	23
577	14
578	26
579	33
580	27
581	32
582	23
583	22
584	20
585	20
586	19
587	22
588	19
589	13
590	26
591	22
592	23
593	19
594	15
595	16
596	19
597	16
598	15
599	11
600	17
601	17
602	19
603	15
604	15
605	13
606	11
607	16
608	9
609	15
610	16
611	10
612	11
613	14
614	6
615	7
616	13
617	6
618	5
619	11
620	8
621	10
622	11
623	9
624	14
625	7
626	5
627	6
628	12
629	5
630	14
631	12
632	3
633	7
634	9
635	8
636	7
637	12
638	8
639	9
640	10
641	15
642	3
643	6
644	3
645	11
646	4
647	12
648	6
649	5
650	11
651	8
652	5
653	5
654	3
655	6
656	1
657	6
658	4
659	8
660	5
661	7
662	5
663	7
664	5
665	4
666	5
667	4
668	4
669	5
670	13
671	5
672	6
673	3
674	7
675	5
676	5
677	2
678	4
679	12
680	4
681	7
682	4
683	6
684	4
685	3
686	5
687	3
688	3
689	3
690	2
691	7
692	8
693	2
694	3
695	5
696	4
697	11
698	8
699	0
700	4
701	3
702	5
703	1
704	4
705	9
706	3
707	3
708	12
709	2
710	2
711	5
712	7
713	2
714	7
715	9
716	5
717	6
718	5
719	6
720	6
721	3
722	2
723	5
724	7
725	8
726	8
727	4
728	11
729	2
730	4
731	9
732	6
733	4
734	8
735	8
736	6
737	5
738	6
739	6
740	9
741	4
742	5
743	6
744	8
745	5
746	9
747	1
748	7
749	8
750	5
751	1
752	10
753	5
754	6
755	10
756	6
757	3
758	8
759	5
760	10
761	5
762	6
763	5
764	10
765	8
766	4
767	6
768	2
769	8
770	12
771	7
772	7
773	4
774	5
775	5
776	11
777	14
778	6
779	5
780	5
781	5
782	10
783	5
784	6
785	14
786	7
787	9
788	6
789	6
790	8
791	7
792	8
793	6
794	6
795	7
796	6
797	7
798	6
799	6
800	8
801	9
802	4
803	6
804	6
805	6
806	10
807	7
808	7
809	9
810	8
811	12
812	7
813	10
814	9
815	5
816	3
817	10
818	8
819	8
820	8
821	12
822	8
823	7
824	6
825	7
826	9
827	10
828	4
829	11
830	10
831	8
832	11
833	11
834	12
835	7
836	6
837	8
838	5
839	4
840	6
841	6
842	8
843	13
844	7
845	11
846	8
847	9
848	5
849	13
850	9
851	12
852	14
853	8
854	6
855	8
856	12
857	12
858	7
859	8
860	6
861	5
862	10
863	10
864	9
865	8
866	13
867	9
868	7
869	7
870	14
871	7
872	5
873	6
874	15
875	11
876	9
877	6
878	16
879	12
880	7
881	10
882	10
883	12
884	13
885	13
886	4
887	8
888	7
889	6
890	5
891	14
892	13
893	8
894	10
895	5
896	12
897	11
898	10
899	6
900	9
901	12
902	12
903	12
904	10
905	12
906	9
907	12
908	16
909	13
910	8
911	10
912	9
913	12
914	10
915	11
916	11
917	9
918	11
919	12
920	6
921	13
922	10
923	9
924	16
925	14
926	13
927	17
928	9
929	7
930	5
931	12
932	11
933	14
934	11
935	14
936	15
937	14
938	17
939	9
940	11
941	17
942	12
943	10
944	12
945	8
946	5
947	13
948	15
949	15
950	11
951	11
952	11
953	9
954	6
955	14
956	9
957	18
958	12
959	12
960	19
961	13
962	19
963	18
964	11
965	16
966	21
967	14
968	18
969	22
970	12
971	13
972	17
973	10
974	12
975	22
976	12
977	14
978	9
979	11
980	14
981	12
982	16
983	16
984	14
985	16
986	13
987	18
988	14
989	17
990	17
991	12
992	16
993	22
994	16
995	23
996	17
997	17
998	20
999	27
1000	11
1001	20
1002	20
1003	19
1004	15
1005	17
1006	24
1007	18
1008	17
1009	13
1010	20
1011	24
1012	20
1013	19
1014	15
1015	21
1016	18
1017	21
1018	21
1019	21
1020	21
1021	14
1022	21
1023	20
1024	0
