K	N
281	4
282	5
283	3
284	5
285	7
286	3
287	4
288	3
289	10
290	2
291	2
292	8
293	3
294	5
295	4
296	3
297	6
298	3
299	6
300	4
301	6
302	5
303	7
304	3
305	4
306	3
307	4
308	0
309	3
310	8
311	4
312	4
313	2
314	1
315	7
316	7
317	2
318	4
319	5
320	1
321	2
322	6
323	2
324	1
325	2
326	1
327	1
328	2
329	5
330	1
331	3
332	3
333	4
334	2
335	4
336	6
337	2
338	3
339	3
340	3
341	3
342	3
343	2
344	2
345	2
346	3
347	5
348	3
349	0
350	5
351	1
352	1
353	4
354	6
355	2
356	7
357	2
358	4
359	4
360	3
361	4
362	2
363	1
364	3
365	4
366	5
367	7
368	5
369	4
370	6
371	5
372	1
373	4
374	5
375	3
376	8
377	3
378	1
379	6
380	5
381	2
382	6
383	1
384	5
385	2
386	1
387	1
388	3
389	3
390	3
391	3
392	1
393	8
394	4
395	2
396	4
397	4
398	2
399	6
400	1
401	2
402	1
403	5
404	5
405	3
406	3
407	5
408	2
409	5
410	0
411	3
412	5
413	8
414	3
415	7
416	2
417	5
418	3
419	3
420	4
421	3
422	5
423	4
424	3
425	7
426	4
427	6
428	3
429	8
430	8
431	1
432	2
433	3
434	7
435	4
436	4
437	7
438	4
439	3
440	5
441	3
442	7
443	3
444	10
445	6
446	4
447	1
448	4
449	6
450	4
451	1
452	3
453	0
454	2
455	3
456	5
457	3
458	8
459	5
460	5
461	4
462	1
463	6
464	4
465	6
466	9
467	2
468	5
469	3
470	5
471	6
472	6
473	4
474	1
475	8
476	6
477	4
478	5
479	6
480	4
481	7
482	6
483	7
484	4
485	4
486	10
487	6
488	4
489	3
490	7
491	4
492	2
493	11
494	12
495	9
496	10
497	7
498	6
499	13
500	7
501	6
502	10
503	13
504	13
505	11
506	7
507	10
508	9
509	14
510	9
511	21
512	13
513	9
514	13
515	8
516	7
517	10
518	7
519	14
520	22
521	17
522	28
523	16
524	18
525	8
526	17
527	20
528	20
529	25
530	17
531	22
532	28
533	16
534	24
535	20
536	28
537	21
538	21
539	16
540	25
541	25
542	25
543	26
544	42
545	30
546	30
547	31
548	21
549	32
550	32
551	30
552	24
553	24
554	20
555	22
556	18
557	30
558	33
559	25
560	27
561	34
562	27
563	27
564	25
565	18
566	29
567	21
568	26
569	20
570	22
571	25
572	20
573	15
574	13
575	22
576	23
577	19
578	15
579	12
580	18
581	20
582	16
583	20
584	16
585	12
586	14
587	17
588	14
589	15
590	11
591	17
592	20
593	13
594	18
595	11
596	14
597	16
598	15
599	8
600	13
601	17
602	7
603	5
604	13
605	11
606	10
607	11
608	13
609	12
610	10
611	10
612	7
613	9
614	13
615	6
616	9
617	3
618	7
619	9
620	5
621	7
622	9
623	11
624	3
625	9
626	7
627	5
628	3
629	5
630	2
631	6
632	10
633	11
634	8
635	7
636	7
637	6
638	12
639	10
640	3
641	3
642	7
643	3
644	4
645	13
646	5
647	6
648	6
649	4
650	4
651	5
652	4
653	3
654	4
655	7
656	1
657	6
658	6
659	10
660	4
661	5
662	4
663	3
664	4
665	6
666	5
667	4
668	4
669	7
670	5
671	6
672	5
673	4
674	1
675	6
676	3
677	4
678	7
679	5
680	6
681	5
682	3
683	5
684	4
685	4
686	8
687	5
688	2
689	3
690	4
691	6
692	5
693	4
694	3
695	3
696	5
697	4
698	4
699	3
700	2
701	6
702	6
703	9
704	1
705	8
706	9
707	9
708	9
709	4
710	8
711	6
712	6
713	5
714	8
715	9
716	5
717	4
718	11
719	2
720	7
721	4
722	4
723	6
724	6
725	6
726	6
727	2
728	9
729	6
730	4
731	5
732	6
733	6
734	7
735	5
736	5
737	4
738	4
739	10
740	7
741	3
742	4
743	6
744	10
745	10
746	8
747	6
748	4
749	8
750	6
751	2
752	9
753	4
754	9
755	7
756	5
757	5
758	6
759	4
760	12
761	4
762	8
763	9
764	5
765	6
766	11
767	8
768	4
769	3
770	6
771	8
772	8
773	4
774	4
775	8
776	6
777	6
778	7
779	3
780	3
781	7
782	6
783	9
784	5
785	8
786	4
787	5
788	7
789	8
790	9
791	3
792	4
793	5
794	13
795	4
796	8
797	3
798	10
799	4
800	7
801	7
802	10
803	4
804	6
805	4
806	10
807	8
808	10
809	4
810	6
811	8
812	13
813	9
814	12
815	2
816	6
817	8
818	10
819	14
820	7
821	15
822	4
823	10
824	7
825	11
826	8
827	9
828	10
829	7
830	13
831	7
832	9
833	7
834	4
835	9
836	7
837	3
838	1
839	4
840	4
841	7
842	8
843	10
844	11
845	8
846	5
847	9
848	5
849	11
850	8
851	6
852	12
853	12
854	11
855	8
856	10
857	11
858	10
859	7
860	4
861	11
862	17
863	6
864	6
865	10
866	14
867	8
868	8
869	7
870	5
871	12
872	6
873	7
874	13
875	7
876	6
877	9
878	7
879	8
880	8
881	5
882	11
883	9
884	8
885	6
886	11
887	7
888	10
889	10
890	9
891	7
892	11
893	6
894	6
895	10
896	6
897	7
898	12
899	6
900	12
901	10
902	9
903	5
904	14
905	10
906	14
907	10
908	7
909	12
910	12
911	7
912	9
913	10
914	6
915	10
916	10
917	7
918	9
919	7
920	11
921	11
922	5
923	4
924	5
925	14
926	13
927	14
928	9
929	11
930	9
931	10
932	13
933	10
934	11
935	15
936	10
937	15
938	16
939	7
940	12
941	17
942	11
943	8
944	12
945	12
946	15
947	13
948	12
949	19
950	13
951	11
952	16
953	12
954	12
955	14
956	17
957	9
958	13
959	15
960	11
961	11
962	16
963	13
964	16
965	18
966	9
967	10
968	12
969	10
970	13
971	11
972	10
973	18
974	16
975	8
976	17
977	14
978	13
979	15
980	13
981	16
982	16
983	11
984	15
985	15
986	16
987	26
988	20
989	22
990	16
991	15
992	17
993	16
994	12
995	12
996	19
997	14
998	12
999	15
1000	24
1001	18
1002	18
1003	12
1004	13
1005	13
1006	23
1007	18
1008	11
1009	15
1010	15
1011	18
1012	15
1013	17
1014	14
1015	20
1016	14
1017	17
1018	21
1019	19
1020	16
1021	16
1022	16
1023	28
1024	0
