K	N
281	4
282	5
283	3
284	1
285	3
286	5
287	3
288	2
289	3
290	4
291	2
292	8
293	2
294	3
295	2
296	3
297	2
298	2
299	6
300	6
301	0
302	3
303	6
304	5
305	4
306	2
307	2
308	2
309	2
310	2
311	6
312	3
313	2
314	2
315	6
316	2
317	4
318	1
319	4
320	3
321	4
322	4
323	1
324	1
325	7
326	8
327	4
328	5
329	3
330	8
331	2
332	2
333	3
334	2
335	2
336	2
337	3
338	5
339	2
340	5
341	2
342	6
343	3
344	1
345	4
346	2
347	4
348	3
349	5
350	1
351	4
352	3
353	6
354	4
355	4
356	4
357	2
358	7
359	3
360	5
361	4
362	4
363	4
364	2
365	4
366	3
367	5
368	3
369	2
370	5
371	1
372	3
373	1
374	4
375	5
376	5
377	5
378	2
379	3
380	2
381	4
382	3
383	4
384	4
385	3
386	4
387	5
388	4
389	3
390	2
391	2
392	5
393	3
394	4
395	5
396	4
397	1
398	1
399	1
400	1
401	3
402	5
403	10
404	0
405	1
406	4
407	3
408	3
409	1
410	4
411	3
412	3
413	8
414	1
415	5
416	3
417	6
418	1
419	9
420	4
421	4
422	4
423	7
424	2
425	7
426	2
427	0
428	11
429	3
430	8
431	5
432	4
433	3
434	4
435	8
436	4
437	4
438	4
439	7
440	4
441	6
442	6
443	4
444	4
445	3
446	3
447	5
448	4
449	2
450	2
451	2
452	3
453	2
454	5
455	1
456	0
457	4
458	5
459	3
460	3
461	3
462	4
463	3
464	4
465	5
466	0
467	5
468	3
469	8
470	5
471	3
472	3
473	0
474	3
475	5
476	5
477	5
478	3
479	4
480	6
481	2
482	7
483	7
484	4
485	3
486	5
487	3
488	7
489	2
490	4
491	0
492	6
493	0
494	3
495	3
496	0
497	4
498	1
499	5
500	5
501	7
502	1
503	2
504	0
505	4
506	3
507	2
508	4
509	7
510	6
511	1
512	3
513	4
514	3
515	2
516	5
517	0
518	4
519	5
520	7
521	3
522	1
523	4
524	4
525	6
526	5
527	5
528	5
529	2
530	4
531	2
532	3
533	3
534	6
535	2
536	1
537	6
538	3
539	8
540	4
541	5
542	1
543	0
544	10
545	4
546	4
547	4
548	2
549	3
550	3
551	3
552	1
553	5
554	3
555	4
556	6
557	3
558	3
559	5
560	6
561	4
562	4
563	3
564	2
565	4
566	8
567	5
568	5
569	3
570	1
571	4
572	3
573	4
574	3
575	3
576	2
577	5
578	2
579	3
580	6
581	7
582	6
583	2
584	4
585	5
586	6
587	4
588	9
589	1
590	4
591	6
592	6
593	3
594	3
595	3
596	1
597	6
598	3
599	3
600	4
601	1
602	5
603	2
604	4
605	6
606	1
607	5
608	4
609	5
610	5
611	1
612	6
613	1
614	5
615	4
616	8
617	5
618	6
619	8
620	5
621	3
622	6
623	5
624	6
625	4
626	4
627	3
628	7
629	5
630	8
631	5
632	7
633	7
634	5
635	6
636	8
637	6
638	5
639	1
640	2
641	7
642	9
643	4
644	6
645	8
646	9
647	9
648	6
649	8
650	7
651	12
652	8
653	7
654	2
655	3
656	5
657	5
658	5
659	6
660	8
661	4
662	5
663	9
664	2
665	6
666	4
667	4
668	13
669	4
670	6
671	3
672	4
673	6
674	2
675	2
676	6
677	3
678	4
679	5
680	4
681	2
682	4
683	2
684	4
685	7
686	3
687	10
688	7
689	5
690	2
691	5
692	6
693	8
694	5
695	8
696	4
697	5
698	4
699	3
700	5
701	6
702	4
703	5
704	5
705	8
706	3
707	5
708	6
709	3
710	6
711	5
712	4
713	4
714	4
715	8
716	5
717	5
718	5
719	3
720	7
721	10
722	5
723	8
724	5
725	5
726	9
727	9
728	6
729	8
730	5
731	2
732	2
733	10
734	4
735	5
736	6
737	2
738	10
739	4
740	2
741	3
742	7
743	6
744	6
745	4
746	4
747	7
748	4
749	3
750	4
751	3
752	6
753	10
754	4
755	9
756	6
757	3
758	8
759	6
760	11
761	6
762	6
763	6
764	6
765	8
766	6
767	6
768	10
769	6
770	5
771	5
772	7
773	4
774	11
775	5
776	8
777	7
778	4
779	2
780	9
781	4
782	8
783	8
784	7
785	4
786	6
787	2
788	4
789	6
790	5
791	5
792	9
793	4
794	7
795	7
796	7
797	10
798	7
799	7
800	4
801	3
802	11
803	11
804	8
805	9
806	8
807	9
808	3
809	7
810	6
811	7
812	7
813	3
814	6
815	6
816	11
817	11
818	3
819	6
820	10
821	9
822	7
823	8
824	7
825	5
826	11
827	10
828	11
829	9
830	10
831	7
832	5
833	8
834	12
835	2
836	9
837	6
838	9
839	9
840	8
841	9
842	10
843	4
844	5
845	5
846	9
847	4
848	9
849	7
850	4
851	3
852	5
853	12
854	6
855	4
856	12
857	11
858	6
859	7
860	6
861	10
862	10
863	15
864	13
865	12
866	9
867	11
868	10
869	10
870	5
871	14
872	4
873	8
874	10
875	10
876	12
877	14
878	12
879	8
880	8
881	6
882	2
883	12
884	16
885	8
886	14
887	11
888	9
889	11
890	10
891	7
892	11
893	7
894	9
895	5
896	10
897	5
898	10
899	10
900	14
901	11
902	10
903	10
904	13
905	11
906	8
907	12
908	12
909	6
910	10
911	5
912	12
913	12
914	10
915	12
916	10
917	4
918	9
919	11
920	7
921	13
922	8
923	12
924	9
925	7
926	13
927	12
928	15
929	17
930	6
931	11
932	10
933	13
934	13
935	17
936	10
937	10
938	12
939	5
940	9
941	19
942	10
943	14
944	13
945	11
946	16
947	14
948	9
949	13
950	11
951	8
952	10
953	15
954	16
955	13
956	16
957	15
958	13
959	24
960	12
961	11
962	14
963	18
964	16
965	14
966	12
967	12
968	12
969	13
970	12
971	15
972	17
973	12
974	12
975	15
976	15
977	9
978	17
979	18
980	16
981	6
982	24
983	14
984	12
985	15
986	21
987	17
988	14
989	17
990	18
991	13
992	13
993	17
994	18
995	21
996	19
997	18
998	21
999	17
1000	17
1001	17
1002	16
1003	17
1004	19
1005	17
1006	14
1007	27
1008	25
1009	12
1010	20
1011	14
1012	22
1013	19
1014	23
1015	18
1016	18
1017	15
1018	19
1019	19
1020	24
1021	22
1022	19
1023	11
1024	0
